No,S,T,Typology,FAR,Env_R,E_R,total_inh,n_total,lca_total,solar_sc,solar_au
631,2,1,7,0,3,1,994,43.50722495,9.850919121,0.436352529,0.281917252
632,1,1,7,0,3,1,1003,48.20702845,9.659380518,0.666511612,0.335243414
633,4,19,6,1.981873,3,1,2056,47.15902439,12.37924932,0.840912087,0.314679879
634,3,19,6,1.981873,3,1,2452,42.3125467,12.15077425,0.557515973,0.27363783
635,4,18,6,0.815402,3,1,1385,47.02290815,11.30696147,0.627248249,0.364306933
636,1,18,6,0.815402,3,1,1440,48.84718121,11.48227898,0.619993583,0.349515674
637,3,18,6,0.815402,3,1,1611,47.21466315,11.58621929,0.508131178,0.32242339
638,2,18,6,0.815402,3,1,1430,43.68536161,11.4741382,0.418475303,0.300121359
639,4,17,6,1.377649,3,1,1689,46.59720906,12.10386676,0.701423308,0.345175764
640,1,17,6,1.377649,3,1,1728,48.44824503,12.32825166,0.692576085,0.324743606
641,3,17,6,1.377649,3,1,1966,45.88081177,12.26701229,0.564106239,0.307531501
642,4,16,5,2.969017,3,1,2649,44.00613704,12.37378394,0.749403903,0.321338568
643,3,16,5,2.969017,3,1,3091,43.71103142,12.45511023,0.588907028,0.282639002
644,4,15,5,1.471673,3,1,1752,47.13216316,12.02544115,0.704906088,0.345449275
645,1,15,5,1.471673,3,1,1792,44.74838552,11.89417426,0.609887829,0.328109911
646,3,15,5,1.471673,3,1,2081,45.40805973,12.10954489,0.546615434,0.307065061
647,2,15,5,1.471673,3,1,1788,41.98028036,11.98013665,0.464991184,0.292064216
648,4,14,5,1.699608,3,1,1862,46.69908899,12.25234668,0.763158157,0.338759199
649,1,14,5,1.699608,3,1,1901,45.98005848,12.22943454,0.700563115,0.325270368
650,3,14,5,1.699608,3,1,2194,44.74728259,12.2818827,0.569328282,0.297717213
651,4,13,4,3.461759,3,1,2933,44.69583719,13.43243664,0.741225183,0.321212713
652,3,13,4,3.461759,3,1,3320,44.2239321,13.50411846,0.590870313,0.28248923
653,4,12,4,2.200234,3,1,2196,45.57861264,12.3538345,0.658007826,0.354822582
654,3,12,4,2.200234,3,1,2566,44.4772035,12.43266896,0.503362556,0.306496356
655,4,11,4,2.711107,3,1,2462,44.9124964,13.95943692,0.755791231,0.313256418
656,3,11,4,2.711107,3,1,2832,46.0696571,14.19708521,0.671445683,0.282352194
657,4,10,3,3.098888,3,1,2688,43.52304449,12.31656619,0.67675658,0.331384485
658,3,10,3,3.098888,3,1,3106,44.75668364,12.50708132,0.563571427,0.293198299
659,4,9,3,2.406857,3,1,2240,48.32755527,12.43630173,0.729711907,0.33477913
660,3,9,3,2.406857,3,1,2688,46.95961968,12.466917,0.584210494,0.307026773
661,4,8,3,1.911589,3,1,1994,47.71542197,12.220041,0.744181054,0.341562774
662,1,8,3,1.911589,3,1,2068,45.82992886,12.10568479,0.660466239,0.328684623
663,3,8,3,1.911589,3,1,2381,46.01065426,12.2577161,0.580284703,0.306139966
664,4,7,2,3.032621,3,1,2588,49.59151812,12.30814894,0.697278638,0.348804086
665,3,7,2,3.032621,3,1,3096,47.32889955,12.271205,0.515627202,0.311686203
666,4,6,2,2.384204,3,1,2251,48.26901252,12.0637885,0.647781573,0.346586353
667,3,6,2,2.384204,3,1,2615,47.74489297,12.19354181,0.539985035,0.313095957
668,4,5,2,2.783806,3,1,2474,49.82148096,12.56111866,0.703565424,0.337381897
669,3,5,2,2.783806,3,1,2918,48.47564819,12.59368876,0.539429505,0.305036596
670,4,4,1,4.457837,3,1,3308,46.44061544,16.41342473,0.956396989,0.203782175
671,3,4,1,4.457837,3,1,3983,42.20540358,16.14706722,0.812996958,0.22013787
672,4,3,1,5.610568,3,1,4062,44.37878973,14.35766317,0.946581461,0.213550447
673,3,3,1,5.610568,3,1,4767,39.9419135,14.08075707,0.789638035,0.219882839
674,4,2,1,3.531471,3,1,2837,43.76553703,15.86403029,0.92888833,0.24390652
675,3,2,1,3.531471,3,1,3372,43.17197621,15.89915276,0.776765705,0.232813709
676,2,1,7,0,1,2,994,61.64068179,4.874086624,0.433376102,0.288305996
677,1,1,7,0,1,2,1003,66.31266199,5.241942218,0.654239441,0.341560034
678,4,19,6,1.981873,1,2,2056,55.54011781,10.32247136,0.832017556,0.321539322
679,3,19,6,1.981873,1,2,2452,50.6991861,9.869540134,0.550444321,0.278319632
680,4,18,6,0.815402,1,2,1385,59.8138394,8.330925019,0.617583274,0.368200833
681,1,18,6,0.815402,1,2,1440,61.66450902,8.44431445,0.609647256,0.354161764
682,3,18,6,0.815402,1,2,1611,60.0129414,8.285569247,0.501501221,0.32653923
683,2,18,6,0.815402,1,2,1430,56.52199687,8.051521832,0.412914925,0.305105801
684,4,17,6,1.377649,1,2,1689,56.84885887,9.654889809,0.690234719,0.35007839
685,1,17,6,1.377649,1,2,1728,58.7250367,9.828919673,0.68146122,0.329987032
686,3,17,6,1.377649,1,2,1966,56.14081199,9.551548363,0.555682696,0.311891921
687,4,16,5,2.969017,1,2,2649,50.7773616,10.74287708,0.740638491,0.327097182
688,3,16,5,2.969017,1,2,3091,50.48732951,10.64657591,0.580669629,0.287354629
689,4,15,5,1.471673,1,2,1752,57.18133346,9.647187125,0.689853945,0.352823602
690,1,15,5,1.471673,1,2,1792,54.82085489,9.466782274,0.596036107,0.334181604
691,3,15,5,1.471673,1,2,2081,55.46539035,9.472009717,0.536760578,0.312334124
692,2,15,5,1.471673,1,2,1788,52.06890589,9.244790215,0.457617914,0.297268323
693,4,14,5,1.699608,1,2,1862,55.93527685,10.02878351,0.74853553,0.346908171
694,1,14,5,1.699608,1,2,1901,55.24347876,9.960155685,0.686704243,0.33249682
695,3,14,5,1.699608,1,2,2194,53.99528764,9.816058976,0.557212867,0.304055827
696,4,13,4,3.461759,1,2,2933,50.91159927,11.9541886,0.736244872,0.324457332
697,3,13,4,3.461759,1,2,3320,50.44410078,11.86438782,0.585100049,0.28610094
698,4,12,4,2.200234,1,2,2196,53.88576128,10.40890294,0.650227216,0.357899768
699,3,12,4,2.200234,1,2,2566,52.79411317,10.27583417,0.498995509,0.309249369
700,4,11,4,2.711107,1,2,2462,52.04529368,12.23534996,0.747682177,0.317513856
701,3,11,4,2.711107,1,2,2832,53.20746102,12.28453018,0.663283874,0.286522321
702,4,10,3,3.098888,1,2,2688,50.21771982,10.72901771,0.669719136,0.335204327
703,3,10,3,3.098888,1,2,3106,51.45672051,10.74646415,0.558785725,0.296371097
704,4,9,3,2.406857,1,2,2240,56.23459322,10.58692271,0.72370258,0.338948196
705,3,9,3,2.406857,1,2,2688,54.87828249,10.41641643,0.579481615,0.310414826
706,4,8,3,1.911589,1,2,1994,56.54237545,10.12436366,0.736647458,0.345909049
707,1,8,3,1.911589,1,2,2068,54.6732661,9.965984915,0.65378468,0.332308516
708,3,8,3,1.911589,1,2,2381,54.84025941,9.93322396,0.574593486,0.309694812
709,4,7,2,3.032621,1,2,2588,56.60353997,10.69857219,0.691850106,0.352526251
710,3,7,2,3.032621,1,2,3096,54.34615376,10.48610523,0.510762747,0.314963049
711,4,6,2,2.384204,1,2,2251,56.31990511,10.20429381,0.642769225,0.349622308
712,3,6,2,2.384204,1,2,2615,55.80068815,10.13138135,0.535492308,0.316403667
713,4,5,2,2.783806,1,2,2474,57.12584732,10.86390986,0.696967903,0.341885197
714,3,5,2,2.783806,1,2,2918,55.78461843,10.71117018,0.5348994,0.308288138
715,4,4,1,4.457837,1,2,3308,51.27089384,15.1698768,0.954532997,0.210446427
716,3,4,1,4.457837,1,2,3983,47.04693828,14.76842887,0.802551791,0.224852226
717,4,3,1,5.610568,1,2,4062,48.50407709,13.30901711,0.94484017,0.218919302
718,3,3,1,5.610568,1,2,4767,44.06621698,12.91717756,0.782666573,0.223444657
719,4,2,1,3.531471,1,2,2837,49.4928112,14.40505843,0.925111694,0.251430345
720,3,2,1,3.531471,1,2,3372,48.902341,14.2808118,0.767278455,0.237182255
721,2,1,7,0,2,2,994,55.28000461,4.666903588,0.4434354,0.282651848
722,1,1,7,0,2,2,1003,59.97215599,5.036873295,0.671259371,0.334279547
723,4,19,6,1.981873,2,2,2056,52.5869395,10.22330474,0.842392804,0.313782818
724,3,19,6,1.981873,2,2,2452,47.75521676,9.771478716,0.560848388,0.273802041
725,4,18,6,0.815402,2,2,1385,55.32421056,8.189188231,0.629748098,0.36360299
726,1,18,6,0.815402,2,2,1440,57.17586804,8.302723033,0.621958487,0.34920148
727,3,18,6,0.815402,2,2,1611,55.52131348,8.143832458,0.512019812,0.322258928
728,2,18,6,0.815402,2,2,1430,52.01847257,7.908622074,0.422327924,0.300851523
729,4,17,6,1.377649,2,2,1689,53.24635351,9.538032642,0.703168531,0.344728734
730,1,17,6,1.377649,2,2,1728,55.12360683,9.712062506,0.694909423,0.324164419
731,3,17,6,1.377649,2,2,1966,52.54043196,9.434691197,0.566763535,0.307523999
732,4,16,5,2.969017,2,2,2649,48.39785897,10.66505554,0.750225515,0.321237742
733,3,16,5,2.969017,2,2,3091,48.1054766,10.56851541,0.590112249,0.28314439
734,4,15,5,1.471673,2,2,1752,53.65447638,9.53392587,0.705777569,0.345438924
735,1,15,5,1.471673,2,2,1792,51.29229437,9.353637185,0.612117242,0.327828827
736,3,15,5,1.471673,2,2,2081,51.93482526,9.358516131,0.550101755,0.306966746
737,2,15,5,1.471673,2,2,1788,48.5280908,9.130599636,0.468867253,0.2922861
738,4,14,5,1.699608,2,2,1862,52.6990639,9.923344242,0.76469598,0.338347232
739,1,14,5,1.699608,2,2,1901,51.99619057,9.854173478,0.700617284,0.325678907
740,3,14,5,1.699608,2,2,2194,50.74938268,9.710076769,0.572028906,0.298091888
741,4,13,4,3.461759,2,2,2933,48.72676578,11.8835174,0.742874354,0.320767727
742,3,13,4,3.461759,2,2,3320,48.26137566,11.79414974,0.592661356,0.282577747
743,4,12,4,2.200234,2,2,2196,50.96965022,10.31648616,0.658922734,0.35469046
744,3,12,4,2.200234,2,2,2566,49.87528224,10.18303747,0.505650861,0.30672616
745,4,11,4,2.711107,2,2,2462,49.54197876,12.15265307,0.757844558,0.31282202
746,3,11,4,2.711107,2,2,2832,50.70074333,12.20183329,0.673581167,0.282360576
747,4,10,3,3.098888,2,2,2688,47.86591585,10.65333893,0.678583552,0.33083401
748,3,10,3,3.098888,2,2,3106,49.10437462,10.67070783,0.566317862,0.292989006
749,4,9,3,2.406857,2,2,2240,53.46208245,10.49905057,0.731086816,0.334308874
750,3,9,3,2.406857,2,2,2688,52.09891807,10.32800242,0.587337542,0.306474662
751,4,8,3,1.911589,2,2,1994,53.44517695,10.02423799,0.745420122,0.341113838
752,1,8,3,1.911589,2,2,2068,51.57421063,9.865961624,0.662397436,0.328385034
753,3,8,3,1.911589,2,2,2381,51.7410789,9.833405424,0.58201588,0.306360247
754,4,7,2,3.032621,2,2,2588,54.14465184,10.62240479,0.698685253,0.348089842
755,3,7,2,3.032621,2,2,3096,51.88503384,10.40962341,0.517971583,0.311532794
756,4,6,2,2.384204,2,2,2251,53.49671672,10.11612694,0.649452582,0.345974992
757,3,6,2,2.384204,2,2,2615,52.97458312,10.04294208,0.542175584,0.313133384
758,4,5,2,2.783806,2,2,2474,54.56375572,10.78327193,0.704148163,0.33727425
759,3,5,2,2.783806,2,2,2918,53.22201545,10.63069801,0.541332899,0.305151393
760,4,4,1,4.457837,2,2,3308,49.57682805,15.11088854,0.956756495,0.203424875
761,3,4,1,4.457837,2,2,3983,45.34536619,14.7089551,0.813810258,0.220393401
762,4,3,1,5.610568,2,2,4062,47.05186957,13.25823733,0.947009052,0.213347917
763,3,3,1,5.610568,2,2,4767,42.61624334,12.86670522,0.790552698,0.219832076
764,4,2,1,3.531471,2,2,2837,47.48223707,14.33509846,0.929308446,0.243897852
765,3,2,1,3.531471,2,2,3372,46.89063236,14.21120803,0.778855287,0.232719145
766,2,1,7,0,3,2,994,43.94410101,4.057616334,0.440269549,0.282542786
767,1,1,7,0,3,2,1003,48.76053754,4.439425071,0.668779406,0.335176501
768,4,19,6,1.981873,3,2,2056,47.42040798,9.942684307,0.842459989,0.314008868
769,3,19,6,1.981873,3,2,2452,42.55001688,9.486939847,0.559660743,0.273783149
770,4,18,6,0.815402,3,2,1385,47.41948889,7.782003876,0.628229655,0.364294697
771,1,18,6,0.815402,3,2,1440,49.23766833,7.892049773,0.620480106,0.349918809
772,3,18,6,0.815402,3,2,1611,47.57890049,7.732868456,0.510776955,0.322423436
773,2,18,6,0.815402,3,2,1430,43.99311973,7.489808035,0.419793879,0.300995659
774,4,17,6,1.377649,3,2,1689,46.91492543,9.203369027,0.703478838,0.344689373
775,1,17,6,1.377649,3,2,1728,48.75954808,9.373810646,0.693756884,0.324707054
776,3,17,6,1.377649,3,2,1966,46.17066809,9.096080513,0.5665576,0.307219693
777,4,16,5,2.969017,3,2,2649,44.21675243,10.4421052,0.750300854,0.321129854
778,3,16,5,2.969017,3,2,3091,43.90260461,10.34325511,0.590048149,0.282862544
779,4,15,5,1.471673,3,2,1752,47.43529859,9.208081951,0.705359787,0.345598311
780,1,15,5,1.471673,3,2,1792,45.05534525,9.025121463,0.611131547,0.328281486
781,3,15,5,1.471673,3,2,2081,45.69170999,9.029884244,0.549266651,0.306864986
782,2,15,5,1.471673,3,2,1788,42.22230696,8.795810983,0.467414626,0.292086223
783,4,14,5,1.699608,3,2,1862,46.98256826,9.618862574,0.764430236,0.338561367
784,1,14,5,1.699608,3,2,1901,46.25762923,9.54708569,0.701586537,0.325152722
785,3,14,5,1.699608,3,2,2194,45.00925154,9.402771804,0.571785274,0.297581953
786,4,13,4,3.461759,3,2,2933,44.88793705,11.68139344,0.741354334,0.321375898
787,3,13,4,3.461759,3,2,3320,44.39962588,11.5896436,0.591746913,0.282658322
788,4,12,4,2.200234,3,2,2196,45.83498194,10.05034862,0.658786302,0.354871212
789,3,12,4,2.200234,3,2,2566,44.71123465,9.914145476,0.504990499,0.306540209
790,4,11,4,2.711107,3,2,2462,45.13227808,11.91626797,0.756358732,0.313451658
791,3,11,4,2.711107,3,2,2832,46.26850291,11.96300603,0.672045646,0.282732941
792,4,10,3,3.098888,3,2,2688,43.72970041,10.43615014,0.677851549,0.33133542
793,3,10,3,3.098888,3,2,3106,44.9467086,10.45111531,0.565241854,0.293104156
794,4,9,3,2.406857,3,2,2240,48.57495265,10.24654233,0.730734434,0.334623784
795,3,9,3,2.406857,3,2,2688,47.18372074,10.07278487,0.586189655,0.306661435
796,4,8,3,1.911589,3,2,1994,47.9833698,9.736658229,0.745258568,0.341218693
797,1,8,3,1.911589,3,2,2068,46.09673867,9.576334305,0.66192198,0.328493039
798,3,8,3,1.911589,3,2,2381,46.26067001,9.54357335,0.58166426,0.306204189
799,4,7,2,3.032621,3,2,2588,49.8096594,10.40239183,0.698613403,0.348427655
800,3,7,2,3.032621,3,2,3096,47.5278861,10.18748814,0.517136044,0.311644062
801,4,6,2,2.384204,3,2,2251,48.51908052,9.861705133,0.649172137,0.346104108
802,3,6,2,2.384204,3,2,2615,47.97266025,9.786250272,0.540946337,0.31338315
803,4,5,2,2.783806,3,2,2474,50.04829268,10.55130321,0.704403656,0.337237741
804,3,5,2,2.783806,3,2,2918,48.68244387,10.39640877,0.540571977,0.305155374
805,4,4,1,4.457837,3,2,3308,46.58132505,14.93987111,0.956582723,0.203516166
806,3,4,1,4.457837,3,2,3983,42.34100507,14.53666324,0.813825408,0.220201084
807,4,3,1,5.610568,3,2,4062,44.50571696,13.11409653,0.946840824,0.213565449
808,3,3,1,5.610568,3,2,4767,40.05858057,12.72118092,0.790319449,0.219805873
809,4,2,1,3.531471,3,2,2837,43.94096047,14.13455127,0.929383774,0.243485675
810,3,2,1,3.531471,3,2,3372,43.33182055,14.00852358,0.777645201,0.232799615
811,2,1,7,0,1,1,994,61.79327478,19.09804768,0.483058203,0.310698173
812,1,1,7,0,1,1,1003,66.3974196,18.91686823,0.688317957,0.349959238
813,4,19,6,1.981873,1,1,2056,56.23245641,16.82526962,0.852767627,0.321133538
814,3,19,6,1.981873,1,1,2452,51.45600892,16.5848383,0.609963567,0.296526942
815,4,18,6,0.815402,1,1,1385,60.19844383,17.68860587,0.644378143,0.375444286
816,1,18,6,0.815402,1,1,1440,62.14570033,17.8768614,0.644806956,0.362427985
817,3,18,6,0.815402,1,1,1611,60.52145029,17.95448955,0.545307118,0.341895375
818,2,18,6,0.815402,1,1,1430,57.03236027,17.86188818,0.460705052,0.325970104
819,4,17,6,1.377649,1,1,1689,57.36183484,17.37045301,0.721204503,0.354644614
820,1,17,6,1.377649,1,1,1728,59.31730542,17.60560264,0.717366502,0.337051995
821,3,17,6,1.377649,1,1,1966,56.75923715,17.52235536,0.602875861,0.326722456
822,4,16,5,2.969017,1,1,2649,51.56388095,15.91454446,0.771627823,0.330115909
823,3,16,5,2.969017,1,1,3091,51.37456168,15.99045432,0.63595369,0.302166714
824,4,15,5,1.471673,1,1,1752,57.77125782,17.14752168,0.720832598,0.356927014
825,1,15,5,1.471673,1,1,1792,55.44924886,17.02299238,0.636214433,0.345049131
826,3,15,5,1.471673,1,1,2081,56.13482785,17.21733708,0.582641742,0.328569673
827,2,15,5,1.471673,1,1,1788,52.72481704,17.10372733,0.507560933,0.317933076
828,4,14,5,1.699608,1,1,1862,56.52298579,17.04250353,0.775702411,0.349600299
829,1,14,5,1.699608,1,1,1901,55.9105408,17.03142752,0.72365153,0.339890874
830,3,14,5,1.699608,1,1,2194,54.70010527,17.06367826,0.609204163,0.319149915
831,4,13,4,3.461759,1,1,2933,51.70814251,16.64627982,0.769753258,0.329040133
832,3,13,4,3.461759,1,1,3320,51.33099811,16.7125476,0.642986066,0.301512611
833,4,12,4,2.200234,1,1,2196,54.54667415,16.55343157,0.680223351,0.364196796
834,3,12,4,2.200234,1,1,2566,53.56471366,16.62495247,0.547766084,0.326669693
835,4,11,4,2.711107,1,1,2462,52.68146405,17.68871291,0.783282122,0.322614223
836,3,11,4,2.711107,1,1,2832,53.96495909,17.9217295,0.717876004,0.298453682
837,4,10,3,3.098888,1,1,2688,51.01644729,15.76537842,0.704175409,0.341005887
838,3,10,3,3.098888,1,1,3106,52.43143742,15.9562037,0.613495084,0.31138132
839,4,9,3,2.406857,1,1,2240,56.98644994,16.43895469,0.751167727,0.341604189
840,3,9,3,2.406857,1,1,2688,55.75202251,16.46351915,0.626057486,0.32274697
841,4,8,3,1.911589,1,1,1994,57.18507315,16.74402177,0.764090822,0.348376388
842,1,8,3,1.911589,1,1,2068,55.39453812,16.63887958,0.691676847,0.340325019
843,3,8,3,1.911589,1,1,2381,55.65311074,16.77719223,0.624711084,0.323639051
844,4,7,2,3.032621,1,1,2588,57.15206023,15.78040773,0.716175922,0.355331399
845,3,7,2,3.032621,1,1,3096,54.95884508,15.73285223,0.555211274,0.329641008
846,4,6,2,2.384204,1,1,2251,56.81269589,16.06489372,0.670970342,0.35481838
847,3,6,2,2.384204,1,1,2615,56.36811956,16.18420502,0.579411866,0.329824296
848,4,5,2,2.783806,1,1,2474,57.63476125,16.21684293,0.724174951,0.3447336
849,3,5,2,2.783806,1,1,2918,56.36758372,16.23988234,0.581393426,0.322380915
850,4,4,1,4.457837,1,1,3308,52.02478412,19.12682435,0.953913785,0.204971701
851,3,4,1,4.457837,1,1,3983,47.85453203,18.85427671,0.86583063,0.23291848
852,4,3,1,5.610568,1,1,4062,49.38657188,16.66960363,0.945532046,0.211805635
853,3,3,1,5.610568,1,1,4767,44.98663396,16.38603621,0.8468071,0.231957255
854,4,2,1,3.531471,1,1,2837,50.17116814,19.03331698,0.928198387,0.2447439
855,3,2,1,3.531471,1,1,3372,49.66300927,19.06238385,0.828863434,0.246344851
856,2,1,7,0,2,1,994,55.77029594,15.4788983,0.497564468,0.304457084
857,1,1,7,0,2,1,1003,60.37160851,15.29518192,0.705310177,0.341796155
858,4,19,6,1.981873,2,1,2056,53.42200546,15.1025636,0.861943856,0.312206609
859,3,19,6,1.981873,2,1,2452,48.65784999,14.86363937,0.622754415,0.291224871
860,4,18,6,0.815402,2,1,1385,55.9310532,15.19767267,0.659411669,0.369208799
861,1,18,6,0.815402,2,1,1440,57.87766763,15.38738191,0.656925133,0.356844791
862,3,18,6,0.815402,2,1,1611,56.2535638,15.46457394,0.557280716,0.337157631
863,2,18,6,0.815402,2,1,1430,52.76617641,15.37269943,0.471840192,0.32156464
864,4,17,6,1.377649,2,1,1689,53.93638411,15.32024964,0.733340065,0.348666023
865,1,17,6,1.377649,2,1,1728,55.89566245,15.557313,0.730124214,0.330902629
866,3,17,6,1.377649,2,1,1966,53.33800401,15.47334807,0.616521029,0.321265074
867,4,16,5,2.969017,2,1,2649,49.30997554,14.54999914,0.781521685,0.323416978
868,3,16,5,2.969017,2,1,3091,49.11857616,14.62654623,0.646996198,0.296933242
869,4,15,5,1.471673,2,1,1752,54.41795934,15.15574991,0.736182543,0.348592162
870,1,15,5,1.471673,2,1,1792,52.09494241,15.03342775,0.653627566,0.337531138
871,3,15,5,1.471673,2,1,2081,52.78331796,15.22881794,0.599113353,0.321701572
872,2,15,5,1.471673,2,1,1788,49.37218675,15.11404653,0.521733284,0.312412469
873,4,14,5,1.699608,2,1,1862,53.42906123,15.18129961,0.790693099,0.339971068
874,1,14,5,1.699608,2,1,1901,52.82704172,15.17098372,0.739516164,0.331656069
875,3,14,5,1.699608,2,1,2194,51.61611104,15.20366881,0.62418497,0.312822495
876,4,13,4,3.461759,2,1,2933,49.63143649,15.40877586,0.77673296,0.324362236
877,3,13,4,3.461759,2,1,3320,49.25697273,15.4764152,0.650501368,0.297900781
878,4,12,4,2.200234,2,1,2196,51.77607082,14.92611739,0.691261648,0.35965364
879,3,12,4,2.200234,2,1,2566,50.79245268,14.99849312,0.556638954,0.323508154
880,4,11,4,2.711107,2,1,2462,50.29938633,16.24480165,0.79320678,0.317155644
881,3,11,4,2.711107,2,1,2832,51.5839225,16.47866037,0.728273025,0.294061986
882,4,10,3,3.098888,2,1,2688,48.78554661,14.43658002,0.713302999,0.336035338
883,3,10,3,3.098888,2,1,3106,50.19678396,14.62810316,0.620888389,0.307753874
884,4,9,3,2.406857,2,1,2240,54.34482179,14.89112253,0.758298568,0.336485068
885,3,9,3,2.406857,2,1,2688,53.1099231,14.91677072,0.634887376,0.318063406
886,4,8,3,1.911589,2,1,1994,54.24100866,14.98967262,0.772324632,0.343239705
887,1,8,3,1.911589,2,1,2068,52.44487989,14.88463281,0.700801347,0.3357909
888,3,8,3,1.911589,2,1,2381,52.70837359,15.02366211,0.633170716,0.319683944
889,4,7,2,3.032621,2,1,2588,54.81346568,14.43368319,0.723686636,0.350116697
890,3,7,2,3.032621,2,1,3096,52.62051813,14.38730675,0.563051707,0.325874019
891,4,6,2,2.384204,2,1,2251,54.12880079,14.50976087,0.677998791,0.350523879
892,3,6,2,2.384204,2,1,2615,53.68460816,14.62970777,0.586744438,0.326133981
893,4,5,2,2.783806,2,1,2474,55.19923957,14.79660429,0.730575127,0.340096478
894,3,5,2,2.783806,2,1,2918,53.9321498,14.82113546,0.588836683,0.318597425
895,4,4,1,4.457837,2,1,3308,50.40272974,18.08579067,0.956317466,0.197710457
896,3,4,1,4.457837,2,1,3983,46.23867258,17.81403196,0.876052849,0.227299808
897,4,3,1,5.610568,2,1,4062,48.00849281,15.79025767,0.947340393,0.206696638
898,3,3,1,5.610568,2,1,4767,43.60940121,15.50745886,0.854442102,0.227611074
899,4,2,1,3.531471,2,1,2837,48.26092216,17.81151087,0.93177668,0.236673988
900,3,2,1,3.531471,2,1,3372,47.75028752,17.84121892,0.840234767,0.240910821
901,2,1,7,0,3,1,994,44.47404616,9.768468729,0.496095852,0.304531539
902,1,1,7,0,3,1,1003,49.12583789,9.609487461,0.705134729,0.34195347
903,4,19,6,1.981873,3,1,2056,48.24012795,12.41330959,0.863248605,0.311525305
904,3,19,6,1.981873,3,1,2452,43.45117849,12.1712707,0.622216953,0.291251045
905,4,18,6,0.815402,3,1,1385,47.99906543,11.3068161,0.658680653,0.369513204
906,1,18,6,0.815402,3,1,1440,49.9174875,11.47748173,0.656995612,0.356826896
907,3,18,6,0.815402,3,1,1611,48.30663162,11.56950162,0.556722505,0.337278939
908,2,18,6,0.815402,3,1,1430,44.7693442,11.44520935,0.470989251,0.321648305
909,4,17,6,1.377649,3,1,1689,47.57832497,12.1176217,0.733951127,0.34844419
910,1,17,6,1.377649,3,1,1728,49.51366803,12.33961444,0.730553844,0.330732721
911,3,17,6,1.377649,3,1,1966,46.96628899,12.26832798,0.616928739,0.321035761
912,4,16,5,2.969017,3,1,2649,45.09525355,12.41623929,0.780946818,0.323423295
913,3,16,5,2.969017,3,1,3091,44.90995458,12.49183053,0.647188049,0.296738559
914,4,15,5,1.471673,3,1,1752,48.18276444,12.04577009,0.73548283,0.349095749
915,1,15,5,1.471673,3,1,1792,45.83790893,11.90869493,0.652531827,0.337914517
916,3,15,5,1.471673,3,1,2081,46.53771257,12.11535316,0.599678117,0.321510296
917,2,15,5,1.471673,3,1,1788,43.08539304,11.97537387,0.522521408,0.311943778
918,4,14,5,1.699608,3,1,1862,47.71093308,12.27515022,0.791035096,0.339990188
919,1,14,5,1.699608,3,1,1901,47.0734323,12.24984914,0.740292645,0.331242822
920,3,14,5,1.699608,3,1,2194,45.87426713,12.293936,0.625303777,0.312330102
921,4,13,4,3.461759,3,1,2933,45.7752259,13.47618204,0.777385323,0.323952116
922,3,13,4,3.461759,3,1,3320,45.39217079,13.54122264,0.65104933,0.297653882
923,4,12,4,2.200234,3,1,2196,46.61618381,12.38251885,0.691454515,0.359504233
924,3,12,4,2.200234,3,1,2566,45.62604048,12.45289997,0.556604281,0.32330221
925,4,11,4,2.711107,3,1,2462,45.87439291,13.98933244,0.792640321,0.317420722
926,3,11,4,2.711107,3,1,2832,47.15203167,14.22108584,0.728786195,0.293845438
927,4,10,3,3.098888,3,1,2688,44.62792633,12.36045368,0.713050778,0.336181491
928,3,10,3,3.098888,3,1,3106,46.03764485,12.55027095,0.620815766,0.307842872
929,4,9,3,2.406857,3,1,2240,49.44339811,12.47405153,0.758601819,0.336448672
930,3,9,3,2.406857,3,1,2688,48.19583923,12.49717102,0.633585321,0.318705159
931,4,8,3,1.911589,3,1,1994,48.76518069,12.24799019,0.77267889,0.343146229
932,1,8,3,1.911589,3,1,2068,46.959255,12.13138167,0.701499896,0.335518946
933,3,8,3,1.911589,3,1,2381,47.22535591,12.2800345,0.632963618,0.319600209
934,4,7,2,3.032621,3,1,2588,50.46254825,12.32921484,0.723242161,0.350505155
935,3,7,2,3.032621,3,1,3096,48.26240302,12.28134493,0.562617761,0.325910879
936,4,6,2,2.384204,3,1,2251,49.13293713,12.07895212,0.678699713,0.35018906
937,3,6,2,2.384204,3,1,2615,48.68014852,12.19653821,0.586618063,0.326131895
938,4,5,2,2.783806,3,1,2474,50.66630156,12.57835678,0.731038898,0.339751163
939,3,5,2,2.783806,3,1,2918,49.39142998,12.60048456,0.588356118,0.318604155
940,4,4,1,4.457837,3,1,3308,47.40316785,16.45991137,0.956317822,0.197587243
941,3,4,1,4.457837,3,1,3983,43.23387954,16.18681754,0.875619327,0.227430548
942,4,3,1,5.610568,3,1,4062,45.46193834,14.41817873,0.94738268,0.206714549
943,3,3,1,5.610568,3,1,4767,41.04847966,14.13353525,0.854765317,0.227327144
944,4,2,1,3.531471,3,1,2837,44.70611419,15.9025724,0.931694949,0.236828883
945,3,2,1,3.531471,3,1,3372,44.19258001,15.93057064,0.840873786,0.24062681
946,2,1,7,0,1,2,994,62.5740807,4.935607301,0.491263068,0.309828741
947,1,1,7,0,1,2,1003,67.20003197,5.301771605,0.691745697,0.348742805
948,4,19,6,1.981873,1,2,2056,56.59355558,10.40023728,0.854208106,0.31984331
